word,late,age,links
tracheostomy (n.),,1726,Modern Latin%Greek
trachoma (n.),,1690,Modern Latin%Greek
track (n.),late ,15,Old French
tract (n.1),mid-,15,Latin%PIE
tractable (adj.),early ,15,Latin
traction (n.),early ,15,Medieval Latin
tractor (n.),,1856,Modern Latin
tradition (n.),late ,14,Old French%Latin
traduce (v.),,1530,Latin
Trafalgar,,21,Arabic
traffic (n.),,1500,Middle French%Italian%Latin%Arabic
tragedian (n.),late ,14,Old French
tragedy (n.),late ,14,Old French%Latin%Greek
tragi-comedy (n.),,1570,Middle French%Italian%Late Latin
tragic (adj.),,1540,Greek
tragus (n.),,1690,Greek
trail (v.),,1300,Old French%Vulgar Latin%Latin
train (n.),early ,14,Old French%Vulgar Latin
traipse (v.),,1590,Old French
trait (n.),late ,15,Middle French%Latin
traitor (n.),,1200,Old French%Latin
traitorous (adj.),late ,14,Old French
trajectory (n.),,1690,Modern Latin%Latin%Latin
tram (n.),,1500,Middle Flemish
trammel (n.),mid-,14,Old French%Late Latin%Latin
tramp (v.),late ,14,Middle Low German%Proto-Germanic%PIE
trampoline (n.),,1798,Spanish
trance (n.),late ,14,Old French%Latin
tranche (n.),,1500,French
tranquil (adj.),mid-,15,Latin
tranquility (n.),late ,14,Old French%Latin
trans-,,2,Latin%PIE
transact (v.),,1580,Latin
transaction (n.),mid-,15,Old French%Late Latin
transcend (v.),mid-,14,Old French%Latin
transcendence (n.),,1600,Medieval Latin%Latin
transcendent (adj.),mid-,15,Latin
transcendental (adj.),,1660,Medieval Latin%Latin
transcribe (v.),,1550,Latin
transcript (n.),,1300,Medieval Latin
transcription (n.),,1590,Middle French%Late Latin
transducer (n.),,1924,Latin
transduction (n.),,1650,Latin
transect (v.),,1630,Latin
transept (n.),,1530,Medieval Latin%Latin
transfer (v.),late ,14,Old French%Latin
transfiguration (n.),late ,14,Latin
transfigure (v.),early ,13,Old French%Latin
transfix (v.),,1580,Middle French%Latin
transform (v.),mid-,14,Old French%Latin
transformation (n.),,1400,Old French%Church Latin
transformative (adj.),,1660,Latin
transfuse (v.),early ,15,Latin
transfusion (n.),,1570,Middle French%Latin
transgress (v.),late ,15,Middle French%Latin
transgression (n.),late ,14,Old French%Late Latin
transgressor (n.),early ,15,Anglo-French%Latin
transient (adj.),,1600,Latin
transit (v.),mid-,15,Latin
transit (n.),mid-,15,Latin
transition (n.),mid-,15,Latin
transitive (adj.),,1570,Late Latin
transitory (adj.),late ,14,Old French%Late Latin
translate (v.),early ,14,Old French%Latin
translation (n.),mid-,14,Old French%Latin
translator (n.),mid-,14,Old French%Latin
translucence (n.),early ,15,Medieval Latin%Latin
translucent (adj.),,1590,Latin
transmigration (n.),,1300,Old French%Late Latin
transmissible (adj.),,1640,Latin
transmission (n.),,1610,Latin
transmit (v.),,1400,Latin
transmutation (n.),late ,14,Old French%Late Latin%Latin
transmute (v.),late ,14,Latin
transom (n.),late ,14,Latin
transparency (n.),,1610,Medieval Latin
transparent (adj.),early ,15,Medieval Latin%Latin
transpiration (n.),early ,15,Medieval Latin
transpire (v.),,1590,Middle French%Latin
transplant (v.),mid-,15,Late Latin%Latin
transplantation (n.),,1600,French%Late Latin
transpontine (adj.),,1844,Latin
transport (v.),late ,14,Old French%Latin
transpose (v.),late ,14,Old French%Latin
transposition (n.),,1530,Middle French%Medieval Latin
transubstantiation (n.),late ,14,Medieval Latin%Latin
transversal (adj.),mid-,15,Medieval Latin
transverse (adj.),early ,15,Latin
transvestite (n.),,1922,German%Latin
trap (v.),late ,14,Old English
trap (n.),,1,Proto-Germanic%PIE
trapeze (n.),,1861,French%Late Latin
trapezium (n.),,1560,Late Latin%Greek
trapezius (n.),,1704,Modern Latin
trapezoid (n.),,1706,Modern Latin%Late Greek
trappings (n.),late ,14,Middle English
Trappist (n.),,1814,French
traps (n.1),,1794,Swedish
trattoria (n.),,1832,Italian%Latin
trauma (n.),,1690,Greek%PIE
traumatic (adj.),,1650,French%Late Latin%Greek
traumatize (v.),,1893,Greek
travail (n.),mid-,13,Old French%Vulgar Latin%Latin
trave (n.),late ,14,Old French%Latin%PIE
traverse (v.),early ,14,Old French%Vulgar Latin%Latin%Latin
traverse (n.),mid-,14,Old French
travertine (n.),,1797,Italian%Latin
travesty (n.),,1670,French%Italian%Latin
trawl (v.),,1560,Dutch%Middle Dutch%Latin
tray (n.),-,-,Old English%Proto-Germanic%PIE
treacherous (adj.),early ,14,Old French
treachery (n.),,1200,Old French
treacle (n.),mid-,14,Old French%Vulgar Latin%Latin%Greek%PIE
tread (v.),,1,Old English%Proto-Germanic%PIE
treadle (n.),,1400,Old English
treason (n.),,1200,Anglo-French%Old French%Latin
treasure (n.),mid-,12,Old French%Gallo-Roman%Latin%Greek
treasury (n.),,1300,Old French
treat (v.),,1300,Old French%Latin
treatable (adj.),,1300,Anglo-French
treatise (n.),early ,14,Anglo-French%Old French
treaty (n.),late ,14,Anglo-French%Latin
treble (adj.),,1300,Old French%Latin
treble (v.),early ,14,Old French
treble (n.),mid-,14,Anglo-French
trebuchet (n.),,1300,Old French%Frankish%Proto-Germanic
tree (n.),,1530,Proto-Germanic%PIE
tref (n.),-,-,PIE
trefoil (n.),late ,14,Anglo-French%Latin
trek,,1849,Afrikaans%Dutch%Middle Dutch
trellis (n.),late ,14,Old French%Vulgar Latin%Latin%Latin%Latin
tremble (v.),,1300,Old French%Vulgar Latin%Latin%PIE
tremendous (adj.),,1630,Latin
tremolo (n.),,1801,Italian%Latin
tremor (n.),late ,14,Old French%Latin
tremulous (adj.),,1610,Latin
trench (n.),late ,14,Old French%Vulgar Latin%Latin
trenchant (adj.),early ,14,Old French
trencher (n.),,1300,Anglo-French%Old French
trend (v.),,1590,Middle English%Old English%Proto-Germanic
Trenton,,1714,William
trepan (v.),,1400,Old French%Medieval Latin%Greek%PIE
trephine (n.),,1620,French%Latin
trepid (adj.),,1640,Latin
trepidation (n.),,1600,Middle French%Latin%PIE
tres (adv.),,1815,French%Old French%Latin
trespass (v.),,1300,Old French
trespass (n.),,1300,Old French
tress (n.),,1300,Old French%Vulgar Latin%Greek
tress (v.),mid-,14,Old French
trestle (n.),early ,14,Old French
trey (n.),late ,14,Latin
tri-,,1,Latin
triad (n.),,1540,Late Latin%Greek
triage (n.),,1727,French%Old French
trial (n.),mid-,15,Anglo-French
triangle (n.),late ,14,Old French%Latin
triangular (adj.),,1400,Late Latin%Latin
triangulate (v.),,1833,Latin
triangulation (n.),,1809,French%Medieval Latin%Latin
Triassic (adj.),,1841,Greek
tribadism (n.),,1811,French%Latin%Greek%PIE
tribe (n.),mid-,13,Old French%Latin
tribulation (n.),,1200,Old French%Church Latin
tribunal (n.),early ,15,Old French%Latin
tribune (n.),late ,14,Latin
tributary (adj.),late ,14,Latin
tributary (n.),late ,14,Latin
tribute (n.),mid-,14,Anglo-French%Latin
trice (v.),late ,14,Middle Dutch
triceps (n.),,1704,Latin
triceratops (n.),,1890,Greek%PIE
trichinosis (n.),,1864,Greek
trichotillomania (n.),,1905,French
trick (n.),early ,15,Old North French%Vulgar Latin%Latin
tricolor (n.),,1798,French
tricot (n.),,1859,French
tricuspid (n.),,1660,Latin
tricycle (n.),,1828,French
trifid (adj.),,1620,Latin
trifle (n.),,1200,Old French
trig (adj.),,1200,Old Norse%Proto-Germanic
trigeminal (adj.),,1815,Latin
trigger (n.),,1650,Dutch
trigonometry (n.),,1610,Modern Latin%Greek
trilateral (adj.),,1650,Late Latin
trill (n.),,1640,Italian
trillion,,1680,French%Italian
trillium (n.),,1768,Modern Latin%Latin
trilobite (n.),,1820,Modern Latin%Greek
trilogy (n.),,1660,Greek
trim (v.),mid-,15,Old English%Proto-Germanic%PIE
trimester (n.),,1821,French%Latin
trimeter (n.),,1560,Latin%Greek
trine (adj.),late ,14,Old French%Latin
trinity (n.),early ,13,Old French%Late Latin%Latin
trio (n.),,1724,French%Italian
triolet (n.),-,-,French
trip (v.),late ,14,Old French
tripartite (adj.),early ,15,Latin
tripe (n.),,1300,Old French%Arabic
triple (v.),late ,14,Medieval Latin%Latin
triple (adj.),early ,15,Old French%Latin
triplicate (adj.),early ,15,Latin
triplicate (v.),,1620,Latin
tripod (n.),,1600,Latin%Greek
trireme (n.),,1600,Latin
triskaidekaphobia (n.),,13,Greek
triskelion (n.),,1880,Greek
trismus (n.),,1690,Greek
trist (adj.),early ,15,French%Latin
Tristram,-,-,Welsh
trite (adj.),,1540,Latin
triticale (n.),,1952,Modern Latin
tritium (n.),,1933,Greek
Triton,-,-,Latin%Greek
triturate (v.),,1755,Late Latin%Latin
trituration (n.),,1640,Late Latin
triumph (n.),late ,14,Old French%Latin%Old Latin%Greek
triumph (v.),mid-,15,Old French%Latin
triumphal (adj.),early ,15,Latin
triumphant (adj.),early ,15,Latin
triumvir (n.),mid-,15,Latin
triumvirate (n.),,1580,Latin
trivial (adj.),,1580,Latin
triviality (n.),,1590,Middle French
trivium (n.),,1804,Medieval Latin
trochaic (adj.),,1580,Middle French%Latin%Greek
trochanter (n.),,1610,French%Greek
trochee (n.),,1580,French%Latin%Greek
troglodyte (n.),,1550,Middle French%Latin%Greek
troika (n.),,1842,Russian
Trojan (adj.),,1570,Old English%Latin
troll (v.),late ,14,Old French%Proto-Germanic
troll (n.1),,1610,Old Norse%Proto-Germanic
trombone (n.),,1724,Italian
troop (n.),,1540,Middle French%Old French%Frankish
trope (n.),,1530,Latin%Greek%PIE
trophic (adj.),,1856,Greek
trophy (n.),,1510,Middle French%Latin%Greek
tropic (n.),late ,14,Late Latin%Latin%Greek
tropism (n.),,1899,Greek
troposphere (n.),,1914,French%Greek
trot (n.),,1300,Old French%Frankish%Proto-Germanic
trot (v.),late ,14,Old French%Frankish
Trotskyite (n.),,1919,Leon
troubadour (n.),,1727,French%Vulgar Latin%Latin
trouble (v.),,1200,Old French%Vulgar Latin%Late Latin%Latin
trouble (n.),,1200,Old French
troublous (adj.),early ,15,Old French
trough (n.),-,-,Old English%Proto-Germanic%PIE
troupe (n.),,1825,French
trousseau (n.),,1817,French
trout (n.),,1,Old English%Old French%Late Latin%Greek%PIE
trove (n.),,1888,Anglo-French
trow (v.),-,-,Old English%Proto-Germanic
trowel (n.),mid-,14,Old French%Late Latin
truant (n.),,1200,Old French%Gaulish
truce (n.),early ,13,Old English%Proto-Germanic
truck (n.1),,1610,Latin%Greek
truck (v.1),early ,13,Old North French%Medieval Latin
truck (n.2),,1530,French
truckle (n.),late ,14,Anglo-French%Latin%Greek%PIE
truculence (n.),,1727,Latin
truculent (adj.),,1530,Latin
true (adj.),,1200,Old English%Proto-Germanic%PIE
truffle (n.),,1590,Middle French%Late Latin
trull (n.),,1510,German
trumeau (n.),,1883,French
trump (v.2),,1690,Middle English%Old French
trump (n.2),,1300,Old French
trumpery (n.),mid-,15,Middle French
trumpet (n.),late ,14,Old French
truncate (v.),late ,15,Latin
truncation (n.),early ,15,Late Latin
truncheon (n.),,1300,Old North French%Vulgar Latin%Latin
trundle (n.),,1540,Middle English%Old English
trunk (n.1),mid-,15,Old French%Latin
trunnion (n.),,1620,French%Middle French%Latin
truss (n.),,1200,Old French%Vulgar Latin%Late Latin
truss (v.),,1200,Anglo-French%Old French
trust (n.),,1200,Old Norse%Proto-Germanic
trust (v.),,1200,Old Norse
truth (n.),,2,Old English
try (v.),,1300,Anglo-French%Old French%Gallo-Roman
trypsin (n.),,1876,Greek
tryst (n.),late ,14,Old French
tsar (n.),,1660,Latin
tsunami (n.),,1896,Japanese
Tuatha de Danann,,1680,Irish
tuba (n.),,1852,French%Latin
tube (n.),,1610,Middle French%Latin
tuber (n.),,1660,Latin%PIE
tubercle (n.),,1570,Latin
tubercular (adj.),,1799,Latin
tuberculosis (n.),,1860,Latin
tuberculous (adj.),,1747,Latin
tubular (adj.),,1670,Latin
Tucson,-,-,Spanish
Tuesday (n.),-,-,Proto-Germanic%PIE
tufa (n.),,1770,Italian%Latin
tuffet (n.),,1550,Old French
tuft (n.),late ,14,Old French%Late Latin
tug (v.),,1200,Proto-Germanic%PIE
Tuileries,,1564,Old French%Latin
tuition (n.),early ,15,Anglo-French%Latin
tulip (n.),,1570,Turkish%Persian
tumbrel (n.),mid-,15,Old French
tumefaction (n.),early ,15,Medieval Latin%Latin
tumescence (n.),,1725,French%Latin
tumescent (adj.),,1806,Latin
tumid (adj.),,1540,Latin%PIE
tumor (n.),early ,15,Latin
tumulous (adj.),,1727,Latin
tumult (n.),late ,14,Old French%Latin
tumultuous (adj.),,1540,Middle French%Latin
tumulus (n.),,1680,Latin
tuna (n.),,1881,Spanish%Arabic%Latin
tundra (n.),,1841,Russian%Lappish
tung,,1889,Chinese
tungsten (n.),,1796,Swedish
tunic (n.),late ,15,Middle French%Latin
tunicate (adj.),,1760,Latin
tunnel (n.),early ,15,Middle French
tunny (n.),,1520,Middle French%Latin%Greek
turban (n.),,1560,Middle French%Italian%Turkish%Persian
turbid (adj.),,1620,Latin%Greek%PIE
turbidity (n.),,1782,Medieval Latin%Latin
turbine (n.),,1838,French%Latin
turbot (n.),,1300,Old French
turbulence (n.),early ,15,Late Latin%Latin
turbulent (adj.),early ,15,Middle French%Latin
turd (n.),,2,Proto-Germanic%PIE
tureen (n.),,1706,French%Old French%Gallo-Roman%Latin
turf (n.),,1755,Proto-Germanic%PIE
turgid (adj.),,1610,Latin
turgor (n.),,1857,Latin
Turin,-,-,Celtic%Latin
Turk (n.),,1300,French%Medieval Latin%Byzantine Greek
Turkey,late ,14,Medieval Latin
Turkoman,,1600,Medieval Latin%Persian
turmeric (n.),,1530,Middle English%Middle French%Medieval Latin
turmoil (n.),,1520,Latin
turn (v.),,1,Old French%Latin%Greek%PIE
turn (n.),,1200,Anglo-French%Latin
turnip (n.),,1500,Old English%Latin
turpentine (n.),early ,14,Old French%Latin%Greek
turpitude (n.),late ,15,Middle French%Latin
turret (n.),,1300,Old French%Latin
turtle (n.1),,1600,French
Tuscan (n.),late ,14,Italian%Late Latin
tush (n.),,1962,Yiddish%Hebrew
tusk (n.),-,-,Old English%Proto-Germanic
tussive (adj.),,1857,Latin
tutelary (adj.),,1610,Late Latin%Latin
tutor (n.),late ,14,Old French%Latin%PIE
tutti-frutti (n.),,1834,Italian
tutu (n.),,1910,French%Latin
twain,,1799,Proto-Germanic
tweak (v.),,1600,Middle English%Old English
tweezers (n.),,1650,French
twelfth (adj.),late ,14,Old English
twelve (adj.),-,-,Proto-Germanic
twentieth (adj.),,16,Old English
twi-,,1400,Old English%Proto-Germanic%PIE
twice (adv.),,1623,Old English%Proto-Germanic%PIE
twig (n.),-,-,Proto-Germanic%PIE
twill (n.),early ,14,Old English%Latin
twin (adj.),,1883,Proto-Germanic%PIE
twin (n.),,1300,Old English
twine (n.),-,-,Proto-Germanic
twine (v.),,1300,Old Norse
twinge (n.),,1540,Old English%Proto-Germanic%PIE
twink (n.),,1400,Old English
twist (n.),mid-,14,Old English%Proto-Germanic%PIE
twit (v.),,1520,Old English%Proto-Germanic%PIE
twitch (v.),late ,12,Proto-Germanic
two (adj.),,1774,Old English%Proto-Germanic%PIE
twofold (adj.),-,-,Old English
tycoon (n.),,1857,Japanese%Chinese
tyke (n.),late ,14,Proto-Germanic
tympanist (n.),,1610,Latin%Greek
tympanum (n.),,1610,Medieval Latin%Latin%Greek
type (n.),late ,15,Latin%Greek%PIE
typhoon (n.),,1550,Greek%PIE
typhus (n.),,1785,Greek%PIE
typical (adj.),,1600,Medieval Latin%Late Latin%Greek
typify (v.),,1630,Late Latin
typographic (adj.),,1778,Medieval Latin%Greek
typography (n.),,1640,French%Medieval Latin%Greek
typology (n.),,1845,Greek
tyrannical (adj.),,1530,Latin%Greek
tyrannize (v.),late ,15,Middle French
tyrannous (adj.),late ,15,Latin
tyranny (n.),late ,14,Old French%Late Latin%Greek
tyrant (n.),,1300,Old French%Latin%Greek
Tyrian (adj.),,1510,Latin%Greek
tyro (n.),,1610,Medieval Latin
Tyrol,-,-,Celtic
Tyrone,-,-,Irish
tyrosine (n.),,1857,Greek
Tyrrhenian (adj.),,1650,Latin%Greek
#NAME?,-,-,French%PIE
#NAME?,-,-,Old French%Latin
U-bahn (n.),,1938,German
ubeity (n.),,1670,Modern Latin%Latin
ubi,,1610,Latin%PIE
ubiquity (n.),,1570,Modern Latin%Latin%PIE
udder (n.),-,-,Proto-Germanic%PIE
ug (v.),early ,13,Old Norse
Uganda,-,-,Swahili
Ugaritic,,1936,Sumerian
uhlan (n.),,1753,German%Polish%Turkish
uilleann,,1,Irish%Old Irish%PIE
ukase (n.),,1729,Russian%Old Church Slavonic%PIE%Slavic%PIE
ukulele (n.),,1896,Hawaiian
ulcer (n.),,1400,Old French%Vulgar Latin%Latin%PIE
ulceration (n.),,1400,Latin
ulcerous (adj.),early ,15,Latin
ulema (n.),,1680,Arabic
ullage (n.),late ,15,Anglo-French%Latin
ulna (n.),,1540,Latin%PIE
Ulrich,-,-,Old High German
Ulster,,14,Anglo-French%Irish
ulterior (adj.),,1640,Latin
ultimate (adj.),,1650,Late Latin%Latin
ultimatum (n.),,1731,Medieval Latin
ultimo (adv.),,1610,Latin
ultra-,,1,Latin%PIE
ultramarine (n.),,1590,Medieval Latin
ultramontane (adj.),,1590,Middle French%Latin
ululate (v.),,1620,Latin
ululation (n.),,1590,Latin
Ulysses,-,-,Latin
umbel (n.),,1590,Latin
umber (n.),,1560,Middle French%Latin
umbilical (adj.),,1540,Medieval Latin%Latin
umbilicus (n.),,1610,Latin%PIE
umbo (n.),,1921,Latin
umbra (n.),,1590,Latin
umbrage (n.),early ,15,Middle French%PIE
umbrageous (adj.),,1580,French%Old French%Latin
umbrella (n.),,1600,Italian%Late Latin%Latin
umiak (n.),,1743,Eskimo
umlaut (n.),,1852,German%Old High German
umma (n.),,1855,Arabic
umpire (n.),mid-,14,Old French%Latin
un- (1),,1,Proto-Germanic%PIE
un- (2),,1,Proto-Germanic%PIE
unanimity (n.),mid-,15,Old French%Late Latin
unanimous (adj.),,1610,Latin
unary (adj.),,1923,Latin
unbidden (adj.),,1,Old English
unburied (adj.),,1,Old English
uncial (adj.),,1640,Latin
uncle (n.),late ,13,Old French%Latin%PIE
uncleanly (adj.),,1,Old English
unction (n.),late ,14,Latin
unctuous (adj.),late ,14,Old French%Medieval Latin%Latin
undecennial (adj.),,11,Latin
"under (prep., adv.)",late ,14,Proto-Germanic%PIE
underlie (v.),,2,Old English
underneath (adv.),-,-,Old English
understand (v.),-,-,Old English
understanding (n.),,1803,Old English
undine (n.),,1821,Modern Latin%Latin
undo (v.),,2,Old English
undulant (adj.),,1830,Latin
undulation (n.),,1640,Medieval Latin%Late Latin
une (v.),,1400,Latin
unfair (adj.),,1,Old English
ungainly (adj.),,1610,Middle English%Old Norse%Proto-Germanic
ungual (adj.),,1834,Latin
unguent (n.),early ,15,Latin%PIE
ungulate (adj.),,1802,Late Latin
unholy (adj.),,1,Old English
uni-,-,-,Latin
Uniate,,1833,Russian%Latin
unicorn (n.),early ,13,Old French%Late Latin
unicycle (n.),,1869,Latin
uniform (adj.),,1530,Middle French%Latin
uniform (n.),,1748,French
uniformity (n.),early ,15,Old French%Late Latin%Latin
unify (v.),,1500,Middle French%Late Latin%Latin
unilateral (adj.),,1802,Modern Latin
union (n.),early ,15,Anglo-French%Late Latin%PIE
unique (adj.),,1600,Middle French%Latin
unison (n.),,1570,Middle French%Medieval Latin%Late Latin%Latin
unitarian (n.),,1680,Modern Latin%Latin
unite (v.),early ,15,Late Latin%Latin
unity (n.),,1300,Anglo-French%Latin
universal (adj.),late ,14,Old French%Latin
universality (n.),late ,14,Old French%Late Latin%Latin
universe (n.),,1580,Old French%Latin
university (n.),,1300,Anglo-French%Medieval Latin
univocal (adj.),,1540,Latin
unkempt (adj.),,1570,Old English%Proto-Germanic
unready (adj.),mid-,14,Old English
unsaid (adj.),,1,Old English
unwearied (adj.),mid-,13,Old English
unwieldy (adj.),late ,14,Old English%Proto-Germanic
unwilling (adj.),early ,15,Old English
unwisely (adv.),,2,Old English
unwitting (adj.),late ,14,Old English
up (adv.),,1500,Proto-Germanic%PIE
Upanishad (n.),,1805,Sanskrit
upas (n.),,1783,Malay
upon (prep.),early ,12,Old English
upsilon (n.),,20,Greek
ur-,mid-,20,German%Proto-Germanic%PIE
Urania,-,-,Latin%Greek
Uranus,,1781,Latin%Greek
urban (adj.),,1610,Latin
Urban,-,-,Latin
urbane (adj.),,1530,Middle French%Latin
urbanity (n.),,1530,Middle French%Latin
urbanize (v.),,1640,French
urchin (n.),,1300,Old North French%Old French%Latin%PIE
Urdu,,1796,Hindustani%Turkish
ure (n.),early ,15,Old French%Latin
urea (n.),,1806,French%Greek
uremia (n.),,1857,Greek
ureter (n.),,1570,Greek
urethane (n.),,1838,French
urethra (n.),,1630,Late Latin%Greek
uretic (adj.),,1849,Late Latin%Greek
urge (v.),,1550,Latin%PIE
urgent (adj.),mid-,15,Middle French%Latin
uric (adj.),,1797,French
urinal (n.),,1200,Old French%Late Latin%Latin
urinary (adj.),,1570,Modern Latin%Latin
urinate (v.),,1590,Medieval Latin
urination (n.),early ,15,Medieval Latin
urine (n.),,1300,Old French%Latin%PIE
urn (n.),late ,14,Latin
Ursa,-,-,Latin
urschleim (n.),,1921,German
ursine (adj.),,1550,Latin%PIE
ursprache (n.),,1908,German
Ursula,,1537,Latin
urticaria (n.),-,-,Latin%PIE
us (pron.),,2,Old English%PIE
usable (adj.),late ,14,Old French
usage (n.),,1300,Latin
use (v.),,1200,Old French%Vulgar Latin
use (n.),,1200,Latin
usher (n.),late ,13,Anglo-French%Vulgar Latin%PIE
Ustashi,,1932,Croatian
usual (adj.),late ,14,Old French%Late Latin%Latin
usufruct (n.),,1610,Late Latin%Latin
usurer (n.),late ,13,Anglo-French%Medieval Latin%Latin
usurp (v.),early ,14,Old French%Latin
usurpation (n.),late ,14,Old French%Latin
usury (n.),,1300,Medieval Latin
Utah,,1850,Spanish
utensil (n.),late ,14,Old French%Latin
uterine (adj.),,1610,Old French%Late Latin%Latin
uterus (n.),late ,14,Latin%PIE
Utgard,,1,Old Norse
utile (adj.),late ,15,Old French%Latin
utility (n.),late ,14,Old French%Latin
utilize (v.),,1794,French%Italian%Latin
utmost (adj.),early ,14,Old English
utopia (n.),,1551,Modern Latin%Greek
utter (adj.),early ,15,Old English%Proto-Germanic
utter (v.),,1400,Middle Dutch%Old English
uvea (n.),late ,14,Latin
uvula (n.),late ,14,Late Latin%Latin%PIE
uxorial (adj.),,1800,Latin
uxoricide (n.),,1854,Latin
uxorious (adj.),,1590,Latin%PIE
#NAME?,,1840,Old French%Latin
#NAME?,-,-,Latin
vacancy (n.),,1570,Late Latin%Latin
vacant (adj.),,1300,Old French%Latin
vacate (v.),,1640,Latin
vacation (n.),late ,14,Old French%Latin
vaccination (n.),,1800,Latin
vaccine (n.),,1846,French%Latin
vacillate (v.),,1590,Latin
vacillation (n.),,1400,Latin
vacuity (n.),late ,14,Latin
vacuole (n.),,1853,French%Medieval Latin
vacuous (adj.),,1640,Latin
vacuum (n.),,1540,Latin
vagabond (adj.),early ,15,Old French%Late Latin%Latin
vagary (n.),,1570,Italian%Latin
vagina (n.),,1680,PIE
vagitus (n.),,1650,Latin
vagrant (n.),mid-,15,Anglo-French%Latin
vagrant (adj.),early ,15,Anglo-French
vague (adj.),,1540,Middle French%Latin
vagus (n.),,1840,Latin
vail (n.),early ,15,Old French
vain (adj.),,1300,Old French%Latin%PIE
vainglorious (adj.),early ,15,Old French
vainglory (n.),,1200,Old French%Medieval Latin
vair (n.),,1300,Old French%Latin
valance (n.),mid-,15,Anglo-French
vale (n.),early ,14,Old French%Latin
valedictory (adj.),,1650,Latin
valence (n.),early ,15,Latin
Valencia,-,-,Latin
valerian (n.),late ,14,Old French
Valerie,-,-,Latin
valet (n.),mid-,14,Old French%Gallo-Roman
valetudinarian (n.),,1703,Latin
valgus (adj.),,1800,Latin
Valhalla (n.),,1696,Old Norse%Proto-Germanic%PIE
valiance (n.),mid-,15,Anglo-French%Old French
valiant (adj.),early ,14,Anglo-French%Latin%PIE
valid (adj.),,1570,Middle French%Latin
validate (v.),,1640,Medieval Latin
validity (n.),,1540,Middle French%Late Latin%Latin
valise (n.),,1610,Middle French%Italian
Valkyrie (n.),,1768,Old Norse%Proto-Germanic%PIE
valley (n.),,1300,Anglo-French%Vulgar Latin%Latin
valor (n.),,1300,Old French%Late Latin
valorous (adj.),late ,15,Middle French
valuation (n.),,1520,Middle French%Old French
value (n.),,1300,Old French%Latin
valve (n.),late ,14,Latin
vambrace (n.),early ,14,Anglo-French%Old French
vamoose (v.),,1834,Spanish%Latin%PIE
vamp (n.1),,1650,Anglo-French%Old French%Latin
vampire (n.),,1734,French%Hungarian%Old Church Slavonic%Kazan Tatar
vanadium (n.),,1833,Old Norse
vandal (n.),,1660,Latin%Proto-Germanic
vandalism (n.),,1794,French
vanguard (n.),mid-,15,Middle French
vanilla (n.),,1660,Spanish%Latin
vaniloquence (n.),,1620,Latin
vanish (v.),,1300,Vulgar Latin%Latin
vanity (n.),,1200,Old French%Latin
vanquish (v.),mid-,14,Old French%Latin
vantage (n.),early ,14,Anglo-French%Old French
vapid (adj.),,1650,Latin
vapor (n.),late ,14,Anglo-French%Latin
vaporetto (n.),,1926,Italian%Latin
vaporous (adj.),late ,14,Late Latin%Latin
vappa (n.),,1600,Latin
vaquero (n.),,1826,Latin
Varangian (n.),,9,Medieval Latin%Byzantine Greek%Old Norse
variable (adj.),late ,14,Old French%Late Latin
variance (n.),late ,14,Old French%Latin
variant (adj.),late ,14,Old French%Latin
variate (n.),,1899,Latin
variation (n.),late ,14,Old French%Latin
varices (n.),,1400,PIE
varicocele (n.),,1736,Latin
varicolored (adj.),,1660,Latin
varicose (adj.),early ,15,Latin
variegate (v.),,1650,Late Latin
variety (n.),,1530,Middle French%Latin
variform (adj.),,1660,Latin
varify (v.),,1600,Latin
various (adj.),early ,15,Middle French%Latin
varlet (n.),mid-,15,Middle French%Old French
varnish (n.),mid-,14,Old French%Medieval Latin%Late Greek%Greek
varus (n.),,1800,Latin
varve (n.),,1912,Swedish
varvel (n.),,1530,Old French
vary (v.),mid-,14,Old French%Latin
vascular (adj.),,1670,Modern Latin%Latin
vasculature (n.),,1934,Latin
vasculitis (n.),,1872,Latin
vase (n.),late ,14,Old French%Latin
Vaseline (n.),,1872,German
vassal (n.),early ,14,Old French%Medieval Latin%Old Celtic
vassalage (n.),,1300,Old French
vast (adj.),,1570,Middle French%Latin
vat (n.),,1200,Proto-Germanic%PIE
vaterland (n.),,1852,German
vates (n.),,1620,Latin%PIE
vatic (adj.),,1600,Latin
Vatican,,1550,Latin
vaticinate (v.),,1620,Latin
vaticination (n.),,1600,Latin
vaudeville (n.),,1735,French
Vaughan,-,-,Welsh
vault (n.1),,1300,Old French%Vulgar Latin
vault (v.1),,1530,Middle French%Italian%Vulgar Latin
vault (v.2),late ,14,Old French
vaunt (v.),early ,15,Anglo-French%Medieval Latin
vaunt (n.),,1400,Old French
veal (n.),late ,14,Anglo-French%Latin
vector (n.),,1846,Latin
Veda (n.),,1734,Sanskrit%PIE
vedette (n.),,1680,French%Latin
veer (v.),,1580,Middle French
Vega (n.),,1638,Arabic
vegetable (adj.),early ,15,Old French%Medieval Latin%Late Latin%Latin%PIE
vegetal (adj.),,1400,Medieval Latin%Latin
vegetate (v.),,1600,Latin
vegetation (n.),,1560,Middle French%Medieval Latin
vegetative (adj.),late ,14,Old French%Medieval Latin
vehemence (n.),,1400,Old French%Latin
vehement (adj.),early ,15,Middle French%Latin
vehicle (n.),,1610,French%Latin%PIE
vehicular (adj.),,1610,Late Latin
veil (n.),,1200,Latin%PIE
veil (v.),late ,14,Old French%Latin
vein (n.),,1300,Old French%Latin
